|numvelasfp|empresa|numeroPredicciones|ratioFalsosPositivos|subgrupos
519|29|EYE|34|85.3000|SG_40;SG_3;SG_22;SG_19;SG_40;SG_3;SG_22;SG_42;SG_19
520|29|KTRA|34|85.3000|SG_37;SG_26;SG_43;SG_37;SG_26;SG_43;SG_42
521|29|CSWC|34|85.3000|SG_4;SG_41;SG_23;SG_10;SG_47;SG_4;SG_23;SG_46;SG_10;SG_18;SG_47
522|64|MNDO|75|85.3000|SG_14;SG_41;SG_37;SG_26;SG_33;SG_5;SG_18;SG_14;SG_41;SG_37;SG_26;SG_33;SG_5;SG_18
523|35|BGCP|41|85.4000|SG_41;SG_24;SG_3;SG_19;SG_10;SG_24;SG_3;SG_19;SG_10
524|35|CDLX|41|85.4000|SG_14;SG_3;SG_42;SG_47;SG_14;SG_3;SG_22;SG_42;SG_46;SG_47
525|41|NYMT|48|85.4000|SG_16;SG_4;SG_41;SG_23;SG_18;SG_16;SG_4;SG_41;SG_23;SG_18
526|47|ENTG|55|85.5000|SG_20;SG_14;SG_2;SG_20;SG_14;SG_2
527|30|NBN|35|85.7000|SG_41;SG_22;SG_17;SG_5;SG_10;SG_41;SG_22;SG_17;SG_5;SG_10
528|12|FENC|14|85.7000|SG_43;SG_5;SG_22;SG_43;SG_5
529|12|BMRC|14|85.7000|SG_4;SG_41;SG_18;SG_4;SG_10;SG_18
530|12|BIIB|14|85.7000|SG_2;SG_18;SG_2
531|12|DRNA|14|85.7000|SG_4;SG_43;SG_46;SG_4;SG_43;SG_42
532|36|CLLS|42|85.7000|SG_4;SG_22;SG_43;SG_34;SG_42;SG_4;SG_22;SG_43;SG_34;SG_42
533|36|NTGR|42|85.7000|SG_14;SG_4;SG_40;SG_18;SG_47;SG_14;SG_4;SG_40;SG_42;SG_18;SG_47
534|30|ADUS|35|85.7000|SG_4;SG_40;SG_22;SG_43;SG_42;SG_19;SG_4;SG_40;SG_22;SG_43;SG_42
535|36|LOOP|42|85.7000|SG_37;SG_22;SG_7;SG_42;SG_4;SG_37;SG_7
536|12|CAPR|14|85.7000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_22;SG_5;SG_42
537|30|PHAT|35|85.7000|SG_4;SG_22;SG_46;SG_47;SG_4;SG_22;SG_43;SG_42;SG_46;SG_47
538|12|FOSL|14|85.7000|SG_4;SG_22;SG_42;SG_4;SG_22
539|18|CMPS|21|85.7000|SG_4;SG_37;SG_43;SG_34;SG_42;SG_37;SG_43;SG_34;SG_42
540|66|EA|77|85.7000|SG_20;SG_14;SG_41;SG_49;SG_46;SG_47;SG_2;SG_20;SG_41;SG_49;SG_46;SG_47;SG_2
541|24|FSBW|28|85.7000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18
542|24|MGI|28|85.7000|SG_4;SG_26;SG_42;SG_10;SG_4;SG_26;SG_10
543|24|MORF|28|85.7000|SG_3;SG_49;SG_43;SG_42;SG_47;SG_3;SG_49;SG_43;SG_47
544|24|INM|28|85.7000|SG_37;SG_26;SG_43;SG_37;SG_26;SG_43;SG_42
545|6|MBOT|7|85.7000|SG_43;SG_42;SG_43;SG_5
546|6|DORM|7|85.7000|SG_42;SG_18;SG_3;SG_18
547|24|NVEC|28|85.7000|SG_4;SG_41;SG_18;SG_14;SG_4;SG_41;SG_18
548|24|CLWT|28|85.7000|SG_22;SG_12;SG_42;SG_19;SG_37;SG_22;SG_12;SG_19
549|48|KTOS|56|85.7000|SG_3;SG_22;SG_49;SG_12;SG_19;SG_46;SG_47;SG_3;SG_22;SG_49;SG_12;SG_19;SG_46;SG_47
550|18|MYGN|21|85.7000|SG_3;SG_22;SG_43;SG_46;SG_47;SG_3;SG_43;SG_47
551|18|GNLN|21|85.7000|SG_37;SG_22;SG_43;SG_5;SG_42;SG_37;SG_22;SG_43;SG_5;SG_42
552|18|EIGR|21|85.7000|SG_43;SG_5;SG_42;SG_43;SG_5;SG_42
553|42|APOP|49|85.7000|SG_37;SG_33;SG_22;SG_43;SG_5;SG_37;SG_33;SG_22;SG_43;SG_5;SG_42
554|6|BLPH|7|85.7000|SG_43;SG_42;SG_43
555|18|CRDF|21|85.7000|SG_43;SG_5;SG_42;SG_47;SG_43;SG_5;SG_47
556|18|IDYA|21|85.7000|SG_4;SG_43;SG_46;SG_47;SG_4;SG_43;SG_42;SG_46;SG_47
557|42|BCOV|49|85.7000|SG_20;SG_14;SG_4;SG_42;SG_20;SG_14;SG_4;SG_46
558|18|CLIR|21|85.7000|SG_37;SG_12;SG_5;SG_37;SG_12;SG_5;SG_42
559|42|PNNT|49|85.7000|SG_4;SG_41;SG_26;SG_17;SG_10;SG_4;SG_41;SG_26;SG_17;SG_10
560|18|BCBP|21|85.7000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_41;SG_22;SG_10;SG_18
561|18|KHC|21|85.7000|SG_41;SG_22;SG_46;SG_18;SG_2;SG_41;SG_22;SG_2
562|18|LMNR|21|85.7000|SG_5;SG_47;SG_41;SG_22;SG_5;SG_46;SG_47
563|18|AEYE|21|85.7000|SG_14;SG_37;SG_5;SG_14;SG_37;SG_22;SG_5;SG_42
564|61|AVID|71|85.9000|SG_20;SG_14;SG_4;SG_26;SG_42;SG_20;SG_14;SG_4;SG_26;SG_42
565|55|KMDA|64|85.9000|SG_26;SG_33;SG_43;SG_5;SG_18;SG_26;SG_33;SG_43;SG_5;SG_18
566|49|LAWS|57|86.0000|SG_20;SG_37;SG_3;SG_22;SG_12;SG_20;SG_37;SG_3;SG_22;SG_12
567|43|MORN|50|86.0000|SG_41;SG_49;SG_19;SG_47;SG_2;SG_41;SG_49;SG_19;SG_46;SG_47;SG_2
568|37|OCCI|43|86.0000|SG_41;SG_37;SG_26;SG_17;SG_5;SG_10;SG_41;SG_37;SG_26;SG_17;SG_5;SG_10
569|37|MANT|43|86.0000|SG_14;SG_41;SG_40;SG_3;SG_19;SG_14;SG_41;SG_40;SG_3;SG_19
570|31|CHNG|36|86.1000|SG_23;SG_3;SG_43;SG_42;SG_23;SG_3;SG_43;SG_42
571|31|IRDM|36|86.1000|SG_14;SG_23;SG_3;SG_42;SG_14;SG_23;SG_3;SG_42
572|31|BBSI|36|86.1000|SG_4;SG_41;SG_22;SG_12;SG_18;SG_4;SG_41;SG_22;SG_12;SG_18
573|31|NCMI|36|86.1000|SG_14;SG_41;SG_26;SG_5;SG_47;SG_14;SG_41;SG_26;SG_5;SG_47
574|25|KNDI|29|86.2000|SG_4;SG_37;SG_42;SG_18;SG_4;SG_37;SG_18
575|25|IPWR|29|86.2000|SG_37;SG_12;SG_5;SG_42;SG_37;SG_12;SG_5;SG_42
576|25|NH|29|86.2000|SG_26;SG_43;SG_5;SG_46;SG_26;SG_43;SG_5
577|25|IPLDP|29|86.2000|SG_4;SG_41;SG_17;SG_7;SG_4;SG_41;SG_17;SG_7
578|25|BDSX|29|86.2000|SG_37;SG_23;SG_43;SG_42;SG_37;SG_23;SG_43;SG_5;SG_42
579|50|CWST|58|86.2000|SG_23;SG_40;SG_3;SG_12;SG_42;SG_19;SG_23;SG_40;SG_3;SG_12;SG_42;SG_19
580|25|PESI|29|86.2000|SG_12;SG_5;SG_42;SG_18;SG_22;SG_12;SG_5;SG_42
581|25|GIFI|29|86.2000|SG_22;SG_7;SG_5;SG_42;SG_7;SG_5;SG_42
582|44|AMD|51|86.3000|SG_14;SG_19;SG_47;SG_2;SG_14;SG_42;SG_19;SG_46;SG_47;SG_2
583|19|PIXY|22|86.4000|SG_37;SG_12;SG_42;SG_37;SG_12;SG_42
584|19|IPDN|22|86.4000|SG_37;SG_12;SG_37;SG_12;SG_42
585|38|HRZN|44|86.4000|SG_4;SG_41;SG_37;SG_26;SG_18;SG_4;SG_41;SG_37;SG_26;SG_10;SG_18
586|19|ENG|22|86.4000|SG_22;SG_12;SG_5;SG_12;SG_5;SG_42
587|19|HYRE|22|86.4000|SG_22;SG_12;SG_5;SG_42;SG_22;SG_12;SG_42
588|19|CRSR|22|86.4000|SG_14;SG_3;SG_42;SG_14;SG_3;SG_42;SG_18
589|19|HTLF|22|86.4000|SG_3;SG_22;SG_10;SG_18;SG_41;SG_3;SG_10;SG_18
590|19|FFIN|22|86.4000|SG_41;SG_3;SG_19;SG_41;SG_3;SG_19;SG_10
591|38|KELYA|44|86.4000|SG_4;SG_41;SG_12;SG_18;SG_4;SG_41;SG_12;SG_18
592|19|HSIC|22|86.4000|SG_22;SG_43;SG_18;SG_2;SG_22;SG_43;SG_42;SG_2
593|38|NTIC|44|86.4000|SG_20;SG_41;SG_7;SG_20;SG_41;SG_7;SG_5
594|64|MLHR|74|86.5000|SG_20;SG_41;SG_23;SG_3;SG_12;SG_20;SG_41;SG_23;SG_3;SG_12
595|32|EOSE|37|86.5000|SG_4;SG_22;SG_12;SG_42;SG_47;SG_4;SG_22;SG_12;SG_42;SG_46
596|13|ATHX|15|86.7000|SG_5;SG_47;SG_43;SG_5;SG_42;SG_46;SG_47
597|13|CLPT|15|86.7000|SG_4;SG_42;SG_4;SG_43
598|13|NKSH|15|86.7000|SG_41;SG_5;SG_41;SG_5;SG_46;SG_10
599|13|PPIH|15|86.7000|SG_12;SG_5;SG_42;SG_22;SG_12;SG_5
600|26|DISCK|30|86.7000|SG_14;SG_26;SG_42;SG_18;SG_14;SG_26;SG_18
601|13|MMYT|15|86.7000|SG_3;SG_22;SG_42;SG_3;SG_22;SG_42
602|26|IPGP|30|86.7000|SG_14;SG_3;SG_22;SG_19;SG_47;SG_14;SG_3;SG_22;SG_42;SG_19;SG_47
603|26|JAMF|30|86.7000|SG_14;SG_3;SG_46;SG_47;SG_14;SG_3;SG_42;SG_47
604|65|EXC|75|86.7000|SG_20;SG_41;SG_23;SG_7;SG_2;SG_20;SG_41;SG_23;SG_7;SG_2
605|26|BATRA|30|86.7000|SG_14;SG_26;SG_5;SG_14;SG_26;SG_5
606|26|NNOX|30|86.7000|SG_4;SG_37;SG_33;SG_43;SG_4;SG_37;SG_33;SG_43;SG_42
607|39|PTON|45|86.7000|SG_22;SG_49;SG_42;SG_47;SG_2;SG_22;SG_49;SG_42;SG_47;SG_2
608|26|CJJD|30|86.7000|SG_23;SG_43;SG_42;SG_37;SG_23;SG_43
609|52|CHKP|60|86.7000|SG_14;SG_33;SG_42;SG_18;SG_2;SG_14;SG_33;SG_42;SG_18;SG_2
610|39|EXLS|45|86.7000|SG_14;SG_3;SG_22;SG_42;SG_19;SG_47;SG_14;SG_3;SG_19;SG_46;SG_47
611|33|DSWL|38|86.8000|SG_14;SG_41;SG_37;SG_5;SG_18;SG_14;SG_41;SG_37;SG_18
612|33|PCH|38|86.8000|SG_16;SG_41;SG_3;SG_22;SG_46;SG_18;SG_16;SG_41;SG_3;SG_22;SG_46;SG_18
613|33|MKSI|38|86.8000|SG_14;SG_41;SG_40;SG_3;SG_22;SG_14;SG_41;SG_40;SG_3;SG_18
614|53|ATSG|61|86.9000|SG_4;SG_23;SG_12;SG_42;SG_18;SG_4;SG_23;SG_12;SG_42;SG_18
615|40|BLKB|46|87.0000|SG_14;SG_23;SG_40;SG_3;SG_42;SG_47;SG_14;SG_23;SG_40;SG_3;SG_42;SG_47
616|20|PDFS|23|87.0000|SG_14;SG_4;SG_14;SG_4
617|20|PDCO|23|87.0000|SG_3;SG_22;SG_18;SG_41;SG_3;SG_22;SG_18
618|20|NODK|23|87.0000|SG_4;SG_10;SG_18;SG_4;SG_42;SG_10;SG_18
619|20|BMTC|23|87.0000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
620|20|CVLY|23|87.0000|SG_22;SG_5;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18;SG_47
621|20|FROG|23|87.0000|SG_14;SG_3;SG_42;SG_14;SG_3;SG_42
622|20|ETNB|23|87.0000|SG_4;SG_22;SG_43;SG_42;SG_4;SG_22;SG_43
623|47|PRAA|54|87.0000|SG_4;SG_24;SG_40;SG_42;SG_10;SG_18;SG_4;SG_24;SG_40;SG_10;SG_18;SG_47
624|47|HST|54|87.0000|SG_16;SG_23;SG_2;SG_16;SG_23;SG_2
625|27|COGT|31|87.1000|SG_4;SG_40;SG_43;SG_42;SG_4;SG_40;SG_43;SG_42
626|54|GMAB|62|87.1000|SG_37;SG_26;SG_43;SG_34;SG_42;SG_2;SG_37;SG_26;SG_43;SG_34;SG_42;SG_2
627|27|CHY|31|87.1000|SG_4;SG_41;SG_26;SG_18;SG_4;SG_26;SG_10;SG_18
628|27|APPF|31|87.1000|SG_14;SG_3;SG_42;SG_19;SG_14;SG_3;SG_42;SG_19;SG_46
629|34|PAAS|39|87.2000|SG_41;SG_3;SG_22;SG_7;SG_18;SG_41;SG_3;SG_22;SG_7;SG_18
630|34|KXIN|39|87.2000|SG_4;SG_37;SG_26;SG_4;SG_37;SG_26
631|34|ANDE|39|87.2000|SG_4;SG_41;SG_24;SG_18;SG_4;SG_41;SG_24;SG_18
632|41|JBLU|47|87.2000|SG_23;SG_3;SG_49;SG_12;SG_42;SG_47;SG_23;SG_3;SG_49;SG_12;SG_42;SG_47
633|41|CSX|47|87.2000|SG_41;SG_23;SG_12;SG_18;SG_2;SG_41;SG_23;SG_12;SG_18;SG_2
634|41|AMEH|47|87.2000|SG_20;SG_37;SG_3;SG_43;SG_42;SG_20;SG_37;SG_3;SG_22;SG_43;SG_42
635|41|ACHC|47|87.2000|SG_40;SG_3;SG_22;SG_43;SG_42;SG_19;SG_40;SG_3;SG_22;SG_43;SG_42;SG_19
636|35|PGC|40|87.5000|SG_4;SG_41;SG_22;SG_10;SG_18;SG_47;SG_4;SG_41;SG_22;SG_10;SG_18;SG_47
637|42|ELTK|48|87.5000|SG_14;SG_37;SG_33;SG_22;SG_14;SG_37;SG_33;SG_22;SG_42
638|42|CHRW|48|87.5000|SG_23;SG_12;SG_18;SG_2;SG_23;SG_12;SG_18;SG_2
639|14|IMRA|16|87.5000|SG_43;SG_5;SG_43;SG_5;SG_42
640|28|MGRC|32|87.5000|SG_4;SG_41;SG_22;SG_12;SG_18;SG_4;SG_22;SG_12
641|35|NSIT|40|87.5000|SG_14;SG_40;SG_3;SG_22;SG_42;SG_18;SG_14;SG_40;SG_3;SG_22;SG_42;SG_18
642|49|CDZI|56|87.5000|SG_4;SG_26;SG_7;SG_4;SG_26;SG_7;SG_42
643|7|AGTC|8|87.5000|SG_43;SG_5;SG_43;SG_5
644|7|BGNE|8|87.5000|SG_47;SG_2;SG_47
645|7|DMAC|8|87.5000|SG_5;SG_43;SG_5;SG_42
646|49|AFIN|56|87.5000|SG_16;SG_4;SG_41;SG_23;SG_16;SG_4;SG_41;SG_23
647|14|BYFC|16|87.5000|SG_22;SG_5;SG_42;SG_10;SG_5;SG_42
648|7|ONTX|8|87.5000|SG_43;SG_5;SG_42;SG_43
649|14|AYTU|16|87.5000|SG_22;SG_43;SG_5;SG_43;SG_5
650|14|PDSB|16|87.5000|SG_4;SG_43;SG_4;SG_43
651|21|NRIX|24|87.5000|SG_4;SG_43;SG_42;SG_47;SG_4;SG_43;SG_42;SG_46;SG_47
652|14|ASUR|16|87.5000|SG_14;SG_22;SG_5;SG_42;SG_14;SG_5
653|21|OBNK|24|87.5000|SG_4;SG_41;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
654|35|NETE|40|87.5000|SG_14;SG_37;SG_23;SG_5;SG_14;SG_37;SG_23;SG_5;SG_42
655|14|PHIO|16|87.5000|SG_37;SG_43;SG_42;SG_46;SG_37;SG_43;SG_42
656|21|BTBT|24|87.5000|SG_14;SG_4;SG_37;SG_18;SG_14;SG_4;SG_37;SG_42;SG_18
657|14|KOPN|16|87.5000|SG_14;SG_4;SG_42;SG_14;SG_4;SG_42
658|28|CEMI|32|87.5000|SG_37;SG_23;SG_43;SG_5;SG_42;SG_37;SG_23;SG_43;SG_5
659|14|BNTX|16|87.5000|SG_34;SG_42;SG_2;SG_43;SG_34;SG_42;SG_18;SG_2
660|7|NBEV|8|87.5000|SG_22;SG_5;SG_22;SG_5
661|21|IPAR|24|87.5000|SG_41;SG_3;SG_22;SG_19;SG_41;SG_3;SG_22;SG_19
662|7|DRIO|8|87.5000|SG_49;SG_5;SG_43;SG_5
663|50|CRVL|57|87.7000|SG_20;SG_3;SG_49;SG_42;SG_10;SG_47;SG_20;SG_3;SG_49;SG_42;SG_46;SG_10;SG_47
664|43|PSEC|49|87.8000|SG_41;SG_37;SG_26;SG_3;SG_10;SG_41;SG_37;SG_26;SG_3;SG_10;SG_18
665|36|IEA|41|87.8000|SG_4;SG_26;SG_12;SG_42;SG_4;SG_26;SG_12;SG_42
666|36|CHSCO|41|87.8000|SG_37;SG_26;SG_41;SG_37;SG_26
667|36|GVP|41|87.8000|SG_14;SG_23;SG_14;SG_23
668|36|POWI|41|87.8000|SG_14;SG_41;SG_40;SG_3;SG_19;SG_46;SG_47;SG_14;SG_41;SG_40;SG_3;SG_19;SG_47
669|29|AHCO|33|87.9000|SG_23;SG_3;SG_43;SG_42;SG_47;SG_23;SG_3;SG_43;SG_42;SG_47
670|29|CSWI|33|87.9000|SG_41;SG_3;SG_12;SG_19;SG_41;SG_3;SG_22;SG_12;SG_19
671|29|MRUS|33|87.9000|SG_4;SG_43;SG_34;SG_4;SG_43;SG_34;SG_42;SG_47
672|22|CLFD|25|88.0000|SG_14;SG_4;SG_42;SG_19;SG_14;SG_4;SG_19;SG_46
673|22|ICHR|25|88.0000|SG_14;SG_4;SG_42;SG_18;SG_47;SG_14;SG_4;SG_22;SG_46;SG_18;SG_47
674|22|IESC|25|88.0000|SG_4;SG_12;SG_4;SG_22;SG_12;SG_42;SG_18
675|22|IAC|25|88.0000|SG_14;SG_18;SG_2;SG_14;SG_42;SG_18;SG_2
676|22|HELE|25|88.0000|SG_40;SG_3;SG_22;SG_42;SG_19;SG_40;SG_3;SG_22;SG_42;SG_19;SG_46;SG_47
677|37|LAND|42|88.1000|SG_16;SG_4;SG_41;SG_23;SG_16;SG_4;SG_41;SG_23
678|30|NCNO|34|88.2000|SG_14;SG_3;SG_22;SG_46;SG_47;SG_14;SG_3;SG_47
679|30|MDIA|34|88.2000|SG_14;SG_26;SG_5;SG_42;SG_14;SG_26;SG_5
680|15|COLM|17|88.2000|SG_41;SG_3;SG_19;SG_41;SG_3;SG_19;SG_46
681|15|GRTS|17|88.2000|SG_4;SG_43;SG_42;SG_4;SG_43;SG_42;SG_47
682|15|NXTC|17|88.2000|SG_22;SG_43;SG_5;SG_42;SG_22;SG_43;SG_5;SG_42
683|15|OPK|17|88.2000|SG_3;SG_43;SG_42;SG_19;SG_3;SG_22;SG_43;SG_42;SG_19
684|30|GRIN|34|88.2000|SG_23;SG_12;SG_5;SG_42;SG_23;SG_12;SG_5;SG_42
685|15|MGYR|17|88.2000|SG_37;SG_5;SG_42;SG_10;SG_18;SG_37;SG_5;SG_10;SG_18
686|15|NCSM|17|88.2000|SG_7;SG_22;SG_7;SG_5
687|15|ANIX|17|88.2000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5
688|30|ATRC|34|88.2000|SG_3;SG_43;SG_42;SG_46;SG_47;SG_3;SG_22;SG_43;SG_46;SG_47
689|15|AVGR|17|88.2000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5
690|15|ATOS|17|88.2000|SG_4;SG_43;SG_4;SG_43;SG_42
691|15|LXRX|17|88.2000|SG_4;SG_4;SG_43;SG_42;SG_18
692|15|FLGT|17|88.2000|SG_3;SG_17;SG_43;SG_3;SG_17;SG_43;SG_42
693|15|PRPH|17|88.2000|SG_37;SG_22;SG_5;SG_42;SG_37;SG_22;SG_43;SG_5
694|15|ALOT|17|88.2000|SG_14;SG_5;SG_18;SG_14;SG_22;SG_5;SG_18
695|15|FIBK|17|88.2000|SG_41;SG_3;SG_22;SG_10;SG_18;SG_41;SG_3;SG_18
696|15|IZEA|17|88.2000|SG_14;SG_37;SG_5;SG_14;SG_37;SG_5
697|15|ANNX|17|88.2000|SG_4;SG_43;SG_42;SG_46;SG_4;SG_43;SG_42;SG_46
698|23|PLL|26|88.5000|SG_4;SG_26;SG_7;SG_4;SG_26;SG_7;SG_42
699|23|HBIO|26|88.5000|SG_22;SG_43;SG_5;SG_42;SG_46;SG_22;SG_43;SG_5;SG_42
700|46|ATCX|52|88.5000|SG_4;SG_26;SG_12;SG_42;SG_46;SG_4;SG_26;SG_12
701|46|DHC|52|88.5000|SG_16;SG_4;SG_41;SG_24;SG_16;SG_4;SG_41;SG_24
702|46|IVA|52|88.5000|SG_4;SG_37;SG_26;SG_43;SG_34;SG_42;SG_4;SG_37;SG_26;SG_43;SG_34
703|54|NDAQ|61|88.5000|SG_41;SG_23;SG_49;SG_19;SG_10;SG_47;SG_2;SG_41;SG_23;SG_49;SG_19;SG_10;SG_47;SG_2
704|31|NSYS|35|88.6000|SG_14;SG_37;SG_23;SG_49;SG_47;SG_14;SG_37;SG_23;SG_49;SG_42;SG_47
705|31|INFN|35|88.6000|SG_14;SG_4;SG_23;SG_42;SG_14;SG_4;SG_23;SG_42
706|31|ENLV|35|88.6000|SG_37;SG_33;SG_43;SG_42;SG_37;SG_33;SG_43;SG_5
707|31|AGEN|35|88.6000|SG_4;SG_26;SG_43;SG_42;SG_4;SG_26;SG_43
708|31|EYEN|35|88.6000|SG_37;SG_23;SG_43;SG_5;SG_42;SG_46;SG_23;SG_43;SG_5
709|39|ADI|44|88.6000|SG_14;SG_41;SG_22;SG_19;SG_46;SG_47;SG_2;SG_14;SG_41;SG_22;SG_19;SG_46;SG_47;SG_2
710|39|GOCO|44|88.6000|SG_4;SG_23;SG_40;SG_42;SG_10;SG_4;SG_23;SG_40;SG_10
711|47|FWRD|53|88.7000|SG_41;SG_40;SG_3;SG_12;SG_19;SG_41;SG_40;SG_3;SG_12;SG_19
712|47|GDRX|53|88.7000|SG_23;SG_43;SG_42;SG_46;SG_47;SG_2;SG_23;SG_43;SG_42;SG_47;SG_2
713|8|CELC|9|88.9000|SG_22;SG_43;SG_5;SG_42;SG_22;SG_43
714|16|POOL|18|88.9000|SG_22;SG_2;SG_19;SG_2
715|8|NUZE|9|88.9000|SG_37;SG_22;SG_37;SG_22;SG_42
716|40|DISH|45|88.9000|SG_14;SG_23;SG_42;SG_18;SG_2;SG_14;SG_23;SG_42;SG_18;SG_2
717|16|LYRA|18|88.9000|SG_43;SG_5;SG_42;SG_43;SG_5
718|8|MNST|9|88.9000|SG_2;SG_42;SG_19;SG_2
719|56|FORTY|63|88.9000|SG_14;SG_4;SG_41;SG_37;SG_23;SG_33;SG_19;SG_14;SG_4;SG_37;SG_23;SG_33;SG_19
720|16|OSIS|18|88.9000|SG_14;SG_4;SG_42;SG_18;SG_14;SG_4;SG_22;SG_42;SG_18
721|16|FUTU|18|88.9000|SG_24;SG_19;SG_2;SG_24;SG_2
722|16|CRTX|18|88.9000|SG_3;SG_43;SG_42;SG_47;SG_3;SG_43;SG_47
723|16|MCBC|18|88.9000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_41;SG_5;SG_10;SG_18
724|16|HWC|18|88.9000|SG_41;SG_3;SG_22;SG_46;SG_10;SG_3;SG_10;SG_18
725|16|OYST|18|88.9000|SG_4;SG_43;SG_42;SG_4;SG_43
726|16|FNWB|18|88.9000|SG_41;SG_22;SG_5;SG_10;SG_18;SG_22;SG_5;SG_10
727|16|CAAS|18|88.9000|SG_37;SG_22;SG_5;SG_42;SG_18;SG_37;SG_22;SG_5;SG_18
728|16|ATEX|18|88.9000|SG_14;SG_4;SG_46;SG_47;SG_14;SG_4;SG_47
729|16|JUPW|18|88.9000|SG_37;SG_22;SG_47;SG_37;SG_22;SG_43
730|8|HOOK|9|88.9000|SG_43;SG_22;SG_5
731|16|NKTR|18|88.9000|SG_3;SG_43;SG_42;SG_47;SG_3;SG_43;SG_42;SG_46
732|24|CHSCL|27|88.9000|SG_41;SG_26;SG_41;SG_26
733|32|HTLD|36|88.9000|SG_4;SG_12;SG_18;SG_4;SG_41;SG_12;SG_18
734|24|HMST|27|88.9000|SG_4;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10;SG_18
735|16|PFHD|18|88.9000|SG_22;SG_5;SG_42;SG_10;SG_18;SG_5;SG_10;SG_18
736|24|COUP|27|88.9000|SG_14;SG_24;SG_40;SG_46;SG_47;SG_2;SG_14;SG_24;SG_46;SG_47;SG_2
737|32|ANAB|36|88.9000|SG_4;SG_40;SG_43;SG_42;SG_4;SG_40;SG_43;SG_42
738|24|LKFN|27|88.9000|SG_4;SG_41;SG_10;SG_18;SG_4;SG_41;SG_10;SG_18
739|49|KALU|55|89.1000|SG_41;SG_23;SG_40;SG_7;SG_47;SG_41;SG_23;SG_40;SG_7;SG_46;SG_47
740|33|ON|37|89.2000|SG_14;SG_23;SG_42;SG_19;SG_2;SG_14;SG_23;SG_42;SG_19;SG_2
741|25|DYN|28|89.3000|SG_4;SG_40;SG_43;SG_47;SG_4;SG_40;SG_43;SG_42;SG_47
742|17|CCCC|19|89.5000|SG_3;SG_49;SG_43;SG_47;SG_43;SG_47
743|17|IBCP|19|89.5000|SG_4;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_10
744|17|HGBL|19|89.5000|SG_5;SG_42;SG_18;SG_5;SG_46;SG_10;SG_18
745|17|CYCC|19|89.5000|SG_43;SG_5;SG_42;SG_43;SG_5
746|34|HUBG|38|89.5000|SG_3;SG_22;SG_12;SG_42;SG_19;SG_3;SG_22;SG_12;SG_42;SG_19
747|17|EQOS|19|89.5000|SG_37;SG_5;SG_42;SG_10;SG_37;SG_5;SG_42;SG_10
748|17|NYMX|19|89.5000|SG_37;SG_43;SG_5;SG_37;SG_22;SG_43;SG_5
749|34|OKTA|38|89.5000|SG_14;SG_49;SG_42;SG_46;SG_2;SG_14;SG_49;SG_42;SG_47;SG_2
750|17|KBNT|19|89.5000|SG_14;SG_37;SG_22;SG_42;SG_14;SG_37;SG_22
751|17|NRC|19|89.5000|SG_4;SG_41;SG_22;SG_19;SG_46;SG_4;SG_41;SG_22;SG_19
752|34|ALCO|38|89.5000|SG_41;SG_17;SG_49;SG_5;SG_47;SG_41;SG_22;SG_17;SG_49;SG_5;SG_46;SG_47
753|17|EYES|19|89.5000|SG_37;SG_43;SG_5;SG_42;SG_37;SG_43;SG_5;SG_42
754|17|FMBH|19|89.5000|SG_4;SG_22;SG_10;SG_18;SG_4;SG_41;SG_22;SG_18
755|17|CFFI|19|89.5000|SG_41;SG_5;SG_10;SG_18;SG_41;SG_22;SG_5;SG_10;SG_18
756|17|FFNW|19|89.5000|SG_41;SG_5;SG_10;SG_18;SG_41;SG_5;SG_18
757|43|PATK|48|89.6000|SG_4;SG_41;SG_24;SG_12;SG_46;SG_18;SG_47;SG_4;SG_24;SG_12;SG_18;SG_47
758|26|CTRM|29|89.7000|SG_37;SG_12;SG_5;SG_42;SG_18;SG_37;SG_22;SG_12;SG_5;SG_42;SG_18
759|26|JKHY|29|89.7000|SG_14;SG_41;SG_22;SG_19;SG_2;SG_14;SG_41;SG_19;SG_2
760|26|MDRX|29|89.7000|SG_4;SG_40;SG_43;SG_4;SG_40;SG_43;SG_42
761|26|AXNX|29|89.7000|SG_40;SG_3;SG_43;SG_40;SG_3;SG_43;SG_42
762|61|GPRE|68|89.7000|SG_4;SG_23;SG_40;SG_7;SG_42;SG_4;SG_23;SG_40;SG_7
763|35|ADMS|39|89.7000|SG_4;SG_26;SG_43;SG_4;SG_26;SG_43;SG_42
764|35|PCRX|39|89.7000|SG_40;SG_3;SG_22;SG_43;SG_42;SG_46;SG_18;SG_40;SG_3;SG_22;SG_42;SG_18
